id,time,x1,y1,z1,,,,,,,x2,y2,z2,,,,,,,x3,y3,z3,,,,,,,x4,y4,z4,,,,,,
764,6.366667,1.909249,1.606498,0.375596,1.969547,1.583363,0.46298,0.953413,1.72789,1.899077,-0.521293,1.8045,-0.827676,-0.557842,1.895487,-0.822761,-0.990468,2.644974,1.971964,-0.925722,2.599603,1.946792,-1.011459,2.601631,2.069874,1.002988,1.663473,1.896303,0.829965,1.663115,1.877584,2.051711,1.597011,0.306082,-0.438795,1.947599,-0.810247
765,6.375,1.904696,1.606832,0.379038,1.964077,1.583362,0.46704,0.942272,1.728161,1.8973,-0.509553,1.803244,-0.831143,-0.548822,1.893386,-0.825366,-0.993527,2.649492,1.973616,-0.930541,2.602914,1.946095,-1.014674,2.603683,2.070677,0.99204,1.664002,1.895239,0.819136,1.6628,1.876701,2.04774,1.596768,0.310891,-0.431488,1.948768,-0.811818
766,6.383333,1.900211,1.606998,0.382871,1.958762,1.583272,0.471418,0.931143,1.728689,1.895345,-0.498426,1.802601,-0.834047,-0.539824,1.891806,-0.827631,-0.996718,2.653307,1.975158,-0.935562,2.605697,1.945136,-1.017774,2.604904,2.071037,0.981126,1.664577,1.89426,0.808059,1.662454,1.875977,2.043847,1.59633,0.316022,-0.423813,1.949788,-0.813175
767,6.391667,1.895763,1.606967,0.387034,1.953579,1.583169,0.476102,0.919908,1.729046,1.893427,-0.488686,1.803038,-0.836939,-0.53063,1.89191,-0.829413,-1.000015,2.656243,1.976553,-0.940848,2.607805,1.943882,-1.02094,2.605443,2.071202,0.970224,1.665078,1.892905,0.797046,1.662185,1.875525,2.039891,1.595761,0.321332,-0.414936,1.950576,-0.814734
768,6.4,1.89136,1.606685,0.39169,1.948545,1.582783,0.481036,0.908817,1.72956,1.891466,-0.479258,1.804113,-0.839316,-0.521316,1.892756,-0.831607,-1.003374,2.658316,1.977494,-0.946251,2.609298,1.94231,-1.024085,2.605215,2.070975,0.95937,1.665976,1.891544,0.786143,1.661994,1.875142,2.03595,1.595086,0.326826,-0.405677,1.951569,-0.81656
769,6.408333,1.886942,1.606107,0.396542,1.943586,1.582355,0.486181,0.897789,1.730168,1.889693,-0.469651,1.805171,-0.841698,-0.511756,1.89381,-0.834397,-1.006781,2.659633,1.978075,-0.951855,2.610085,1.940312,-1.027357,2.604254,2.070323,0.948572,1.666724,1.890371,0.775222,1.662008,1.874663,2.031762,1.594151,0.332436,-0.396332,1.952648,-0.818428
770,6.416667,1.882335,1.605138,0.401603,1.938704,1.581778,0.491685,0.886917,1.730775,1.887964,-0.459844,1.806149,-0.843693,-0.502242,1.894829,-0.837387,-1.010248,2.660151,1.978206,-0.957612,2.610218,1.937891,-1.030711,2.60271,2.069198,0.937757,1.667488,1.889266,0.764472,1.662115,1.874157,2.027522,1.593178,0.338298,-0.386956,1.953989,-0.820601
771,6.425,1.877661,1.603834,0.407009,1.933778,1.581145,0.497364,0.876141,1.731404,1.88645,-0.449856,1.807016,-0.845372,-0.492729,1.895442,-0.839157,-1.013809,2.65989,1.977735,-0.963399,2.60971,1.935026,-1.033969,2.60046,2.067206,0.927109,1.668325,1.888342,0.753713,1.662537,1.873298,2.023043,1.592071,0.344135,-0.377829,1.955356,-0.82279
772,6.433333,1.872859,1.602253,0.412589,1.928848,1.580562,0.503152,0.865563,1.732118,1.884999,-0.439877,1.807973,-0.84704,-0.483125,1.896229,-0.840863,-1.01745,2.659028,1.976562,-0.969445,2.608549,1.93143,-1.037489,2.59773,2.064888,0.916517,1.668945,1.887639,0.743237,1.663128,1.872181,2.018474,1.590895,0.350186,-0.368487,1.956709,-0.82483
773,6.441667,1.867932,1.600484,0.418379,1.923929,1.579907,0.509196,0.85522,1.732847,1.883577,-0.430024,1.809122,-0.848703,-0.473417,1.897105,-0.842355,-1.021268,2.657569,1.974554,-0.975506,2.606768,1.927367,-1.041246,2.594562,2.061816,0.90595,1.669671,1.886909,0.73273,1.664091,1.870642,2.013771,1.589869,0.356388,-0.358979,1.95786,-0.826625
774,6.45,1.862888,1.598625,0.42439,1.918866,1.579379,0.51544,0.845028,1.733597,1.882168,-0.420123,1.810033,-0.850409,-0.463759,1.897995,-0.843701,-1.025162,2.65482,1.971653,-0.981803,2.604351,1.922503,-1.045386,2.590881,2.05784,0.895595,1.670234,1.886197,0.722512,1.665213,1.868959,2.008992,1.588918,0.362763,-0.349319,1.958984,-0.828271
775,6.458333,1.857765,1.59684,0.430624,1.913845,1.578997,0.521906,0.835226,1.734435,1.880613,-0.410248,1.811122,-0.852308,-0.453982,1.898958,-0.845169,-1.029506,2.651918,1.967623,-0.988179,2.601357,1.917004,-1.049723,2.587024,2.053164,0.885369,1.670817,1.885477,0.712243,1.666628,1.867039,2.003999,1.588073,0.36926,-0.339529,1.960116,-0.82988
776,6.466667,1.852652,1.595292,0.436978,1.908783,1.57881,0.528478,0.825494,1.735265,1.879063,-0.40016,1.81225,-0.854084,-0.44408,1.899999,-0.846874,-1.033655,2.649298,1.963055,-0.994754,2.597787,1.910783,-1.05441,2.582728,2.047666,0.875245,1.6714,1.884475,0.702178,1.668256,1.86506,1.998999,1.587515,0.375798,-0.329631,1.961164,-0.83154
777,6.475,1.847479,1.594121,0.443607,1.903804,1.578925,0.535074,0.815902,1.736146,1.877375,-0.390272,1.813324,-0.856013,-0.43407,1.90115,-0.848844,-1.038325,2.645344,1.957318,-1.001525,2.593635,1.903787,-1.059461,2.578334,2.041407,0.865088,1.671918,1.883531,0.692148,1.669936,1.863121,1.993817,1.587225,0.382368,-0.319687,1.96228,-0.833209
778,6.483333,1.842295,1.593404,0.450231,1.898755,1.579349,0.541861,0.806439,1.737197,1.875553,-0.380312,1.81448,-0.858044,-0.424045,1.902319,-0.851065,-1.043484,2.640987,1.950603,-1.008521,2.588845,1.89616,-1.064993,2.573488,2.034333,0.855178,1.672671,1.882518,0.682331,1.671666,1.861241,1.988586,1.587077,0.388944,-0.309568,1.96326,-0.83478
779,6.491667,1.837124,1.593293,0.457028,1.893739,1.580114,0.548622,0.797022,1.738405,1.87366,-0.370486,1.815576,-0.860139,-0.413908,1.903533,-0.85334,-1.048966,2.635979,1.943103,-1.015702,2.583668,1.887768,-1.070795,2.56826,2.026486,0.845349,1.673777,1.881352,0.672653,1.673469,1.859415,1.983325,1.587223,0.39554,-0.299375,1.964096,-0.836342
780,6.5,1.831821,1.59366,0.463678,1.888632,1.581299,0.555369,0.787695,1.739717,1.871831,-0.360554,1.816595,-0.862403,-0.403793,1.904734,-0.855758,-1.054813,2.630591,1.9347,-1.023066,2.578039,1.878722,-1.077087,2.562621,2.017862,0.835732,1.674829,1.880227,0.663056,1.675311,1.857892,1.978087,1.587421,0.402115,-0.289144,1.964892,-0.837892
781,6.508333,1.826621,1.594511,0.470386,1.883425,1.582789,0.562164,0.778684,1.741132,1.86999,-0.350549,1.817625,-0.864009,-0.393683,1.905655,-0.857264,-1.060828,2.624786,1.925567,-1.030663,2.571422,1.868857,-1.083685,2.55679,2.008463,0.826378,1.676143,1.878986,0.653659,1.677222,1.856569,1.972852,1.587835,0.408867,-0.279059,1.965858,-0.839562
782,6.516667,1.821326,1.595985,0.477003,1.87803,1.584649,0.568883,0.769821,1.742465,1.868191,-0.340232,1.81841,-0.866324,-0.383584,1.906465,-0.858788,-1.067248,2.618532,1.915433,-1.038718,2.564964,1.858266,-1.090831,2.550613,1.998198,0.817076,1.677288,1.877687,0.644408,1.679215,1.855397,1.967563,1.588416,0.415676,-0.268856,1.96661,-0.841325
783,6.525,1.816032,1.597737,0.483679,1.872467,1.586715,0.575661,0.761206,1.743886,1.866475,-0.330306,1.8192,-0.867701,-0.37344,1.907312,-0.860579,-1.074307,2.612016,1.904294,-1.047261,2.558048,1.846726,-1.098351,2.544206,1.98716,0.808028,1.678406,1.876459,0.635342,1.681377,1.854352,1.962281,1.58912,0.422591,-0.258675,1.967455,-0.843466
784,6.533333,1.810678,1.599769,0.490269,1.866893,1.588885,0.582536,0.75277,1.745177,1.864768,-0.320233,1.820103,-0.869274,-0.363219,1.90814,-0.861629,-1.082134,2.605064,1.892143,-1.056399,2.550706,1.834304,-1.106365,2.537194,1.975094,0.799151,1.67956,1.875289,0.626445,1.683612,1.853386,1.957087,1.590058,0.429641,-0.24821,1.968163,-0.845692
785,6.541667,1.805333,1.602174,0.497017,1.861109,1.591195,0.589492,0.74459,1.746535,1.863253,-0.31021,1.820702,-0.870744,-0.352942,1.909021,-0.863405,-1.091048,2.597732,1.878701,-1.066227,2.542802,1.821056,-1.115247,2.530575,1.962211,0.790404,1.680481,1.874229,0.617746,1.685933,1.852453,1.951727,1.591183,0.436804,-0.237789,1.968824,-0.848244
786,6.55,1.799886,1.604725,0.503968,1.855387,1.59334,0.596578,0.736542,1.747794,1.861822,-0.300266,1.821258,-0.872382,-0.342685,1.909768,-0.864568,-1.101016,2.589914,1.86406,-1.076611,2.534239,1.806988,-1.124944,2.524011,1.948593,0.781718,1.681487,1.873169,0.609151,1.688225,1.851546,1.946481,1.592658,0.444249,-0.22724,1.969266,-0.850555
787,6.558333,1.794453,1.607321,0.511122,1.849595,1.595536,0.603886,0.728666,1.748898,1.860537,-0.290185,1.821819,-0.87411,-0.332436,1.910348,-0.866352,-1.112035,2.581755,1.848484,-1.087416,2.525118,1.792466,-1.135341,2.517334,1.934313,0.773221,1.682303,1.872149,0.600733,1.690541,1.85046,1.941154,1.594384,0.451769,-0.216795,1.96958,-0.852939
788,6.566667,1.788977,1.609939,0.518617,1.843873,1.597529,0.611494,0.720891,1.749853,1.859426,-0.280104,1.822121,-0.875882,-0.32215,1.910727,-0.867354,-1.123791,2.573074,1.832352,-1.098621,2.515486,1.777533,-1.146491,2.510298,1.919529,0.764799,1.682755,1.871361,0.592405,1.692768,1.849529,1.935721,1.596416,0.459582,-0.206438,1.96977,-0.854876
789,6.575,1.783417,1.612492,0.526388,1.838182,1.599484,0.619328,0.713335,1.750598,1.858448,-0.270124,1.822387,-0.877672,-0.312034,1.911105,-0.868739,-1.135534,2.563046,1.816167,-1.109688,2.505539,1.762514,-1.158163,2.502678,1.904444,0.756385,1.683173,1.870701,0.584128,1.694937,1.848473,1.93021,1.598639,0.467508,-0.196199,1.969962,-0.85681
790,6.583333,1.777861,1.614825,0.534625,1.832562,1.601242,0.627427,0.705725,1.751097,1.857548,-0.260229,1.822575,-0.879724,-0.30203,1.911182,-0.869317,-1.147545,2.553455,1.800079,-1.120462,2.495362,1.74769,-1.170249,2.494341,1.889163,0.747885,1.68309,1.870243,0.575923,1.696975,1.84726,1.92458,1.600896,0.475578,-0.185832,1.969848,-0.858473
791,6.591667,1.772292,1.617064,0.543144,1.827152,1.602933,0.63575,0.698121,1.751311,1.856717,-0.250411,1.822705,-0.88174,-0.291872,1.911288,-0.870515,-1.159183,2.543565,1.78423,-1.130883,2.485076,1.732918,-1.182573,2.485111,1.873704,0.739418,1.682849,1.869898,0.567772,1.698891,1.845924,1.918904,1.60321,0.483738,-0.175585,1.969711,-0.860201
792,6.6,1.766631,1.619054,0.551994,1.82183,1.604402,0.64432,0.690414,1.751374,1.855996,-0.240584,1.822697,-0.883593,-0.281804,1.911273,-0.871556,-1.170343,2.533283,1.768867,-1.140875,2.474691,1.71833,-1.195014,2.475302,1.858252,0.730846,1.682489,1.869638,0.559561,1.700463,1.844548,1.91306,1.605506,0.492018,-0.165212,1.96938,-0.861997
793,6.608333,1.761035,1.620863,0.561084,1.816701,1.605784,0.653066,0.682609,1.751177,1.855368,-0.230857,1.822478,-0.885457,-0.271785,1.911253,-0.87276,-1.181028,2.522859,1.753745,-1.150532,2.464164,1.703838,-1.207438,2.464911,1.842664,0.722181,1.682073,1.869565,0.551272,1.701646,1.843045,1.907243,1.607692,0.500405,-0.154923,1.968935,-0.863858
794,6.616667,1.755377,1.622585,0.570258,1.811581,1.607153,0.66193,0.674586,1.750903,1.854842,-0.221263,1.822368,-0.887242,-0.261783,1.911146,-0.874124,-1.191554,2.512079,1.738558,-1.160019,2.45337,1.689306,-1.219815,2.45414,1.826958,0.713453,1.681396,1.869744,0.543058,1.702387,1.841471,1.901248,1.609773,0.508727,-0.144659,1.968482,-0.865791
795,6.625,1.749841,1.623938,0.579609,1.80664,1.608266,0.670865,0.666305,1.750296,1.854569,-0.211824,1.822087,-0.889038,-0.25194,1.911039,-0.875553,-1.20207,2.501056,1.723076,-1.169479,2.442165,1.674627,-1.232118,2.44313,1.811028,0.704617,1.680792,1.870053,0.534646,1.702682,1.839863,1.89537,1.611778,0.517079,-0.134541,1.967887,-0.867812
796,6.633333,1.744323,1.625432,0.588924,1.80173,1.609377,0.679763,0.658064,1.749781,1.85432,-0.202417,1.821604,-0.890837,-0.242252,1.910655,-0.877173,-1.212577,2.489418,1.70723,-1.178946,2.430491,1.659718,-1.244312,2.431982,1.794769,0.695779,1.680056,1.870533,0.526294,1.702552,1.838387,1.889457,1.613757,0.52546,-0.124596,1.967106,-0.869925
797,6.641667,1.738889,1.626864,0.598178,1.796807,1.610435,0.688531,0.649501,1.749039,1.85431,-0.193052,1.821084,-0.892408,-0.232586,1.910281,-0.878948,-1.223262,2.477568,1.690744,-1.188471,2.418292,1.644345,-1.256367,2.420729,1.77822,0.686989,1.679278,1.87113,0.517869,1.702093,1.836968,1.883684,1.615752,0.533676,-0.114777,1.966404,-0.87203
798,6.65,1.733504,1.62807,0.607139,1.791974,1.611468,0.697142,0.640782,1.748064,1.854489,-0.183812,1.820511,-0.893806,-0.223025,1.909838,-0.880862,-1.233926,2.465298,1.673847,-1.198149,2.405632,1.628776,-1.268245,2.409305,1.761476,0.678189,1.678391,1.871835,0.509434,1.701225,1.835817,1.87794,1.617596,0.541876,-0.104952,1.965523,-0.873969
799,6.658333,1.728278,1.62944,0.615921,1.787226,1.612564,0.705541,0.632087,1.746796,1.854863,-0.174634,1.819856,-0.895783,-0.2135,1.909259,-0.882517,-1.244713,2.452686,1.656491,-1.20805,2.392587,1.612759,-1.279992,2.397779,1.744392,0.669209,1.677112,1.872687,0.50083,1.700111,1.834808,1.87241,1.619518,0.549939,-0.095315,1.964582,-0.875579
800,6.666667,1.723109,1.630729,0.624427,1.782319,1.613686,0.713883,0.623144,1.745464,1.855381,-0.165445,1.819158,-0.897751,-0.204046,1.908604,-0.88398,-1.255332,2.439629,1.638984,-1.217961,2.379058,1.596595,-1.291484,2.385926,1.727248,0.660194,1.675776,1.873477,0.492176,1.698668,1.834123,1.867052,1.621246,0.557915,-0.085727,1.963609,-0.876878
801,6.675,1.718015,1.632191,0.632811,1.777547,1.614807,0.721946,0.61415,1.74383,1.856143,-0.156433,1.81839,-0.899806,-0.194775,1.90784,-0.885158,-1.265972,2.426248,1.621256,-1.227796,2.365205,1.580266,-1.302779,2.373758,1.709997,0.651049,1.674167,1.874581,0.483384,1.696934,1.833606,1.861753,1.622949,0.565843,-0.076257,1.962441,-0.877993
802,6.683333,1.713045,1.633713,0.640909,1.772688,1.616172,0.729861,0.605009,1.742023,1.857083,-0.14761,1.817455,-0.901872,-0.185636,1.906857,-0.886363,-1.276614,2.41248,1.603671,-1.237708,2.351047,1.563781,-1.313816,2.361242,1.692674,0.641988,1.672433,1.875556,0.474529,1.694823,1.833485,1.856646,1.624331,0.573542,-0.066886,1.960988,-0.879151
803,6.691667,1.708111,1.635329,0.648667,1.767891,1.617424,0.737664,0.595731,1.740143,1.858195,-0.138895,1.816222,-0.903385,-0.176586,1.90574,-0.88752,-1.287115,2.398416,1.585718,-1.247659,2.336498,1.547058,-1.324821,2.348463,1.675213,0.632778,1.670464,1.876651,0.465593,1.69233,1.833614,1.851542,1.625711,0.581216,-0.057772,1.959539,-0.880396
804,6.7,1.703261,1.636902,0.656435,1.763043,1.618856,0.745304,0.58635,1.737969,1.859505,-0.130291,1.814999,-0.904762,-0.167791,1.904567,-0.888868,-1.297771,2.383865,1.567475,-1.257546,2.321602,1.530362,-1.335749,2.335309,1.657696,0.623675,1.668394,1.877831,0.456632,1.68949,1.833939,1.846641,1.626785,0.58875,-0.048658,1.958034,-0.881723
805,6.708333,1.698581,1.638569,0.663952,1.758215,1.620268,0.752855,0.576881,1.735667,1.860803,-0.121912,1.813602,-0.906081,-0.159065,1.903363,-0.890328,-1.307813,2.36883,1.548888,-1.267466,2.306167,1.51351,-1.346645,2.321902,1.639934,0.614628,1.666347,1.879199,0.447664,1.686232,1.834434,1.841646,1.627601,0.596207,-0.039747,1.956305,-0.882936
806,6.716667,1.693645,1.640259,0.671477,1.753442,1.621604,0.760275,0.567444,1.733088,1.862212,-0.113669,1.81213,-0.907457,-0.150548,1.902037,-0.892083,-1.318613,2.353191,1.530319,-1.277175,2.290292,1.496653,-1.3574,2.308077,1.622066,0.605653,1.663992,1.880645,0.438704,1.682673,1.835037,1.836779,1.628321,0.603538,-0.03108,1.954474,-0.88408
807,6.725,1.688834,1.641759,0.67888,1.74856,1.622968,0.767617,0.557983,1.730276,1.863664,-0.105561,1.810504,-0.90892,-0.14222,1.900556,-0.893881,-1.329389,2.337618,1.511844,-1.286586,2.274206,1.479847,-1.368075,2.293969,1.604161,0.596631,1.661436,1.882273,0.429827,1.678831,1.835593,1.83177,1.628608,0.610829,-0.022646,1.952619,-0.885078
808,6.733333,1.684118,1.643033,0.686041,1.743768,1.624132,0.774959,0.548573,1.727282,1.865281,-0.097643,1.808898,-0.909932,-0.134029,1.899279,-0.896042,-1.339576,2.321429,1.493313,-1.295385,2.2575,1.463211,-1.378626,2.279062,1.58593,0.587597,1.658672,1.884028,0.421073,1.674787,1.836122,1.826801,1.628792,0.617989,-0.014307,1.950783,-0.886384
809,6.741667,1.679217,1.644235,0.693411,1.73886,1.625302,0.782104,0.539223,1.724039,1.867127,-0.089964,1.807329,-0.910729,-0.125985,1.898174,-0.898771,-1.349185,2.305053,1.474779,-1.303693,2.240872,1.446574,-1.389087,2.26493,1.568295,0.578639,1.655714,1.885895,0.412404,1.670641,1.83664,1.821833,1.629119,0.625114,-0.006118,1.948962,-0.887784
810,6.75,1.674354,1.645201,0.700447,1.734061,1.626122,0.789191,0.529835,1.720516,1.869099,-0.082609,1.805629,-0.910968,-0.11822,1.896882,-0.901532,-1.35811,2.288505,1.456644,-1.311924,2.224031,1.430264,-1.398896,2.249987,1.550419,0.569751,1.652546,1.887852,0.403758,1.666269,1.837297,1.816886,1.629267,0.632069,0.00174,1.947297,-0.889349
811,6.758333,1.669484,1.645891,0.707414,1.729251,1.626932,0.79613,0.520609,1.716848,1.871265,-0.075299,1.804011,-0.911077,-0.11068,1.895581,-0.904128,-1.366459,2.2716,1.438674,-1.319654,2.206903,1.414149,-1.408384,2.234799,1.532626,0.561031,1.649058,1.889765,0.39525,1.661734,1.83805,1.811844,1.629273,0.638908,0.009285,1.945763,-0.890852
812,6.766667,1.664637,1.646398,0.714343,1.724431,1.62755,0.802979,0.511495,1.713067,1.873437,-0.067859,1.802222,-0.911135,-0.10339,1.893886,-0.906622,-1.374557,2.254345,1.420959,-1.327104,2.189318,1.398276,-1.417509,2.219361,1.514968,0.552343,1.645433,1.891708,0.386864,1.65698,1.838899,1.806909,1.629517,0.645584,0.016207,1.944404,-0.891894
813,6.775,1.65974,1.646661,0.720855,1.71964,1.627997,0.809504,0.502515,1.709063,1.875522,-0.060204,1.800358,-0.911448,-0.09642,1.891877,-0.909037,-1.382116,2.237027,1.403461,-1.334429,2.171348,1.382725,-1.426237,2.20373,1.497409,0.543689,1.641516,1.893647,0.378548,1.652206,1.839722,1.801952,1.629748,0.652155,0.022572,1.943223,-0.892598
814,6.783333,1.654931,1.646923,0.727318,1.714831,1.628412,0.815918,0.493603,1.704823,1.877726,-0.052745,1.798525,-0.911963,-0.089546,1.889784,-0.911204,-1.389529,2.218881,1.385695,-1.341479,2.153121,1.366773,-1.434342,2.187622,1.480044,0.535117,1.637433,1.895782,0.370443,1.647303,1.840359,1.79715,1.630105,0.658542,0.028724,1.942202,-0.892834
815,6.791667,1.650231,1.647169,0.733341,1.710083,1.628674,0.82206,0.48469,1.700466,1.879821,-0.045518,1.796768,-0.91234,-0.082813,1.887899,-0.912925,-1.396663,2.200717,1.368506,-1.348561,2.134474,1.351197,-1.442872,2.171271,1.462691,0.526618,1.633207,1.897911,0.362337,1.642189,1.840897,1.792519,1.630495,0.664755,0.03496,1.941067,-0.893027
816,6.8,1.645683,1.647469,0.739172,1.705308,1.62905,0.82798,0.475881,1.695919,1.881868,-0.038706,1.795332,-0.912639,-0.076175,1.886441,-0.913999,-1.403695,2.181949,1.351229,-1.355585,2.115353,1.335667,-1.45059,2.154289,1.445298,0.518061,1.628979,1.899886,0.354379,1.636999,1.841241,1.787984,1.630872,0.670844,0.041291,1.939818,-0.893104
817,6.808333,1.641059,1.648023,0.744826,1.700556,1.629368,0.833783,0.467152,1.691548,1.883479,-0.032334,1.794213,-0.913106,-0.069597,1.885297,-0.914517,-1.410656,2.162508,1.333857,-1.362627,2.09573,1.320262,-1.458342,2.136844,1.428314,0.509587,1.624806,1.902015,0.346479,1.631562,1.841514,1.783711,1.631253,0.67687,0.047846,1.938479,-0.892871
818,6.816667,1.636707,1.648562,0.750209,1.695819,1.629751,0.839404,0.458381,1.687054,1.884908,-0.026148,1.793182,-0.913833,-0.063163,1.884391,-0.914788,-1.418068,2.142449,1.316478,-1.369878,2.075598,1.3048,-1.466198,2.119258,1.411217,0.501169,1.620746,1.903968,0.338745,1.626018,1.841659,1.779488,1.631724,0.682727,0.054335,1.937076,-0.892181
819,6.825,1.632609,1.64914,0.755357,1.69118,1.630144,0.844858,0.449785,1.682803,1.88605,-0.020262,1.792307,-0.914784,-0.056884,1.883674,-0.914964,-1.425714,2.121568,1.298539,-1.377096,2.054914,1.28947,-1.474167,2.101068,1.394009,0.492925,1.617,1.905743,0.331103,1.620509,1.841777,1.775536,1.632056,0.688559,0.060656,1.935703,-0.891211
820,6.833333,1.628371,1.650075,0.760644,1.686531,1.630718,0.850293,0.441316,1.678635,1.886862,-0.014492,1.791551,-0.915791,-0.050863,1.882946,-0.915077,-1.433571,2.100186,1.281084,-1.384284,2.033648,1.274443,-1.482337,2.082587,1.376814,0.485058,1.613455,1.907319,0.32368,1.615033,1.842105,1.771646,1.6322,0.694369,0.06683,1.934318,-0.890167
821,6.841667,1.624376,1.650895,0.765638,1.681989,1.631153,0.855678,0.433356,1.674719,1.887429,-0.008899,1.790662,-0.916759,-0.045102,1.882195,-0.915102,-1.44155,2.078001,1.263626,-1.391295,2.011952,1.25989,-1.490685,2.063347,1.359685,0.477314,1.609958,1.908685,0.316365,1.609796,1.842608,1.767932,1.63236,0.700218,0.072567,1.933064,-0.889297
822,6.85,1.620557,1.65164,0.770686,1.677639,1.631655,0.860984,0.425692,1.670891,1.88785,-0.003717,1.789994,-0.917954,-0.039599,1.881298,-0.915173,-1.449546,2.055174,1.246739,-1.39792,1.9901,1.245904,-1.499074,2.043457,1.342827,0.469975,1.606405,1.90971,0.30932,1.6049,1.843089,1.764314,1.632436,0.705895,0.077983,1.931891,-0.888741
823,6.858333,1.616834,1.652213,0.775732,1.673478,1.632126,0.866267,0.418533,1.667244,1.888245,0.001669,1.789039,-0.918548,-0.034474,1.88023,-0.91514,-1.457018,2.03218,1.230628,-1.403989,1.968298,1.232744,-1.507445,2.022973,1.32646,0.462898,1.60337,1.911135,0.302604,1.600463,1.843516,1.760794,1.632471,0.711576,0.083025,1.930943,-0.888384
824,6.866667,1.613135,1.65286,0.780887,1.669445,1.632635,0.871581,0.411669,1.663806,1.888738,0.007058,1.787987,-0.919212,-0.029671,1.878832,-0.914762,-1.463738,2.009171,1.215458,-1.409375,1.946606,1.220433,-1.515209,2.002181,1.310901,0.455974,1.599908,1.912145,0.296082,1.596549,1.84379,1.757321,1.632446,0.717217,0.08766,1.930196,-0.888325
825,6.875,1.609729,1.65309,0.785805,1.665571,1.633095,0.876796,0.405205,1.660594,1.889331,0.012419,1.786856,-0.919884,-0.025211,1.877299,-0.914105,-1.469307,1.986567,1.201253,-1.413997,1.925179,1.208854,-1.522515,1.980941,1.295923,0.449173,1.596755,1.913518,0.289888,1.593164,1.843807,1.753873,1.632409,0.722665,0.091909,1.929539,-0.888403
826,6.883333,1.606149,1.653591,0.790766,1.661834,1.633479,0.881914,0.398896,1.657595,1.890106,0.017652,1.785493,-0.920589,-0.021072,1.875435,-0.913317,-1.474158,1.96427,1.188044,-1.418081,1.903991,1.197973,-1.529399,1.959635,1.281526,0.442478,1.593871,1.91506,0.283951,1.590252,1.843626,1.750634,1.632352,0.728112,0.095746,1.928831,-0.888584
827,6.891667,1.602879,1.6538,0.795563,1.658216,1.633855,0.886928,0.39265,1.655053,1.890998,0.022669,1.784216,-0.921363,-0.01718,1.873383,-0.911773,-1.478259,1.942195,1.175637,-1.421707,1.882777,1.187903,-1.535525,1.938408,1.268081,0.435784,1.591268,1.916774,0.278118,1.587743,1.843436,1.747598,1.632419,0.733424,0.099336,1.928227,-0.889132
828,6.9,1.599844,1.654085,0.800254,1.654752,1.634222,0.891871,0.386532,1.652774,1.892112,0.027978,1.782664,-0.921619,-0.013386,1.871139,-0.909526,-1.482008,1.920244,1.163738,-1.425257,1.861457,1.1781,-1.541407,1.917167,1.254915,0.429349,1.589013,1.91829,0.272471,1.585502,1.843243,1.744697,1.632505,0.738757,0.102822,1.927689,-0.889673
829,6.908333,1.597054,1.654397,0.80487,1.651374,1.634546,0.896711,0.380389,1.650835,1.893101,0.032872,1.78113,-0.921575,-0.009729,1.868634,-0.907342,-1.485622,1.897948,1.152329,-1.428688,1.839874,1.168629,-1.546649,1.895856,1.242429,0.422852,1.586997,1.919833,0.266848,1.583682,1.84312,1.742195,1.63261,0.74408,0.105992,1.927281,-0.89066
830,6.916667,1.594421,1.654907,0.809348,1.648139,1.634855,0.901545,0.374257,1.649214,1.89417,0.037581,1.779458,-0.921085,-0.006114,1.86621,-0.905609,-1.48925,1.875211,1.141203,-1.432245,1.81789,1.159466,-1.5519,1.874322,1.230149,0.41641,1.585441,1.921167,0.261236,1.582192,1.842915,1.739922,1.632531,0.749499,0.108938,1.926786,-0.892094
831,6.925,1.591945,1.655413,0.813796,1.644886,1.635151,0.906468,0.368165,1.648026,1.895091,0.042023,1.777875,-0.920061,-0.002696,1.863989,-0.904305,-1.493156,1.851964,1.130233,-1.435992,1.795619,1.150486,-1.556825,1.852609,1.218566,0.410099,1.584218,1.92251,0.255568,1.581025,1.842862,1.73786,1.632457,0.755199,0.111708,1.926441,-0.893804
832,6.933333,1.589652,1.6558,0.818493,1.641782,1.635309,0.911531,0.362148,1.647201,1.895869,0.046099,1.776341,-0.918999,0.000671,1.862091,-0.903432,-1.497102,1.82817,1.119722,-1.439646,1.772817,1.141923,-1.561455,1.830705,1.207516,0.403931,1.583312,1.923612,0.249878,1.580243,1.842855,1.73597,1.632199,0.761002,0.114313,1.926112,-0.895603
833,6.941667,1.587372,1.65616,0.823302,1.638804,1.635475,0.916781,0.356324,1.646751,1.896541,0.050037,1.775084,-0.918168,0.003863,1.860485,-0.902903,-1.501083,1.803817,1.109531,-1.443328,1.749675,1.133665,-1.566058,1.808402,1.196786,0.397858,1.582823,1.924444,0.244195,1.579871,1.842977,1.733894,1.631838,0.766732,0.116901,1.925781,-0.896952
834,6.95,1.585061,1.656185,0.828383,1.636102,1.635451,0.922018,0.350662,1.646396,1.897133,0.05365,1.774094,-0.917813,0.006942,1.859131,-0.902409,-1.504881,1.779159,1.099816,-1.446775,1.72631,1.125942,-1.570206,1.785869,1.186722,0.391874,1.58241,1.925234,0.238544,1.579918,1.843179,1.73171,1.631404,0.772353,0.119386,1.925512,-0.897997
